	영화명	감독	주연배우	평점	평가자수	상영시간
1435	안나 카레니나	조 라이트	"['에카테리나 구세바', ' 세르게이 리', ' 알렉산더 마라쿠린']"	9	2	132
1436	안녕 베일리	게일 맨쿠소	"['헨리', ' 캐서린 프레스콧', ' 조시 게드', ' 데니스 퀘이드', ' 마그 헬젠버거', ' 베티 길핀']"	9.37	946	109
1437	"안녕, 나의 소녀"	사준의	"['류이호', ' 송운화']"	6.5	726	104
1438	"안녕, 전우치! 도술로봇대결전"	김대창	"['김율', ' 김새해', ' 정선혜', ' 홍범기', ' 안장혁', ' 류점희']"	7.49	77	88
1439	"안녕, 티라노: 영원히, 함께"	시즈노 코분	"['시영준', ' 정혜원', ' 이세은']"	7.59	409	98
1440	"안녕, 헤이즐"	조쉬 분	"['쉐일린 우들리', ' 안셀 엘고트', ' 냇 울프', ' 윌렘 대포']"	8.63	4611	125
1441	안시성	김광식	"['조인성', ' 남주혁', ' 박성웅']"	7.99	33440	135
1442	알라딘	가이 리치	"['메나 마수드', ' 윌 스미스', ' 나오미 스콧']"	9.38	27417	128
1443	알렉스 크로스	롭 코헨	"['타일러 페리', ' 매튜 폭스', ' 레이첼 니콜스']"	8.13	1361	101
1444	알리바이 닷 컴	필리프 라슈	"['필리프 라슈', ' 엘로디 퐁탕', ' 나탈리 베이', ' 디디에 보우돈']"	6.37	35	89
1445	알리타: 배틀 엔젤	로버트 로드리게즈	"['로사 살라자르', ' 크리스토프 왈츠', ' 마허샬라 알리', ' 키언 존슨', ' 제니퍼 코넬리']"	8.7	14621	122
1446	암살	최동훈	"['전지현', ' 이정재', ' 하정우']"	8.98	41071	139
1447	암살교실	하스미 에이이치로	"['후쿠야마 쥰', ' 스기타 토모카즈', ' 이토 시즈카', ' 오카모토 노부히코', ' 오오사카 료타']"	8.46	359	92
1448	암수살인	김태균	"['김윤석', ' 주지훈']"	8.33	13253	110
1449	암전	김진원	"['서예지', ' 진선규']"	4.57	1241	86
1450	앙상블	정형석	"['김승수', ' 이천희', ' 김정화', ' 서윤아', ' 유민규', ' 최배영']"	6.93	45	119
1451	애나벨	존 R. 레오네티	"['패트릭 윌슨', ' 베라 파미가', ' 맥케나 그레이스', ' 매디슨 아이스먼']"	6.21	1876	106
1452	애나벨 : 인형의 주인	데이비드 F. 샌드버그	"['스테파니 시그만', ' 미란다 오토', ' 앨리시아 벨라 베일리', ' 탈리타 베이트먼']"	7.3	10442	109
1453	애나벨 집으로	게리 도버먼	"['패트릭 윌슨', ' 베라 파미가', ' 맥케나 그레이스', ' 매디슨 아이스먼']"	6.21	1876	106
1454	애드 아스트라	제임스 그레이	['브래드 피트']	7.27	5622	123
1455	애비규환	최하나	"['크리스탈', ' 장혜진', ' 최덕문', ' 이해영']"	6.9	459	108
1456	애프터 어스	M. 나이트 샤말란	['필립 왕']	6.86	5547	10
1457	애프터 웨딩 인 뉴욕	바트 프룬디치	"['미셸 윌리엄스', ' 줄리안 무어']"	8.19	107	110
1458	애프터: 그 후	로저 컴블	"['히어로 파인즈 티핀', ' 조세핀 랭포드', ' 딜란 스프로즈']"	8.01	417	105
1459	액슬	올리버 달리	"['알렉스 뉴이스테터', ' 베키 지', ' 토마스 제인', ' 도미닉 레인스']"	7	496	100
1460	앤트맨	페이튼 리드	"['폴 러드', ' 에반젤린 릴리', ' 마이클 더글라스', ' 미셸 파이퍼', ' 로렌스 피시번', ' 마이클 페나', ' 해나 존-케이먼']"	8.62	12551	118
1461	앤트맨과 와스프	페이튼 리드	"['폴 러드', ' 에반젤린 릴리', ' 마이클 더글라스', ' 미셸 파이퍼', ' 로렌스 피시번', ' 마이클 페나', ' 해나 존-케이먼']"	8.62	12551	118
1462	앨리스: 원더랜드에서 온 소년	허은희	"['홍종현', ' 정소민', ' 정연주']"	7.33	496	115
1463	앨빈과 슈퍼밴드3	마이크 미첼	"['매튜 그레이 구블러', ' 제시 맥카트니', ' 제이슨 리', ' 저스틴 롱']"	8.4	493	87
1464	앱솔루틀리 애니씽	테리 존스	"['사이먼 페그', ' 케이트 베킨세일', ' 로빈 윌리엄스']"	6.57	253	85
1465	앵그리 버드 2: 독수리 왕국의 침공	서럽 밴 오먼	"['아콰피나', ' 피터 딘클리지', ' 제이슨 서디키스', ' 조시 게드', ' 대니 맥브라이드']"	8.46	308	96
1466	앵그리스트 맨	필 알덴 로빈슨	"['피터 딘클리지', ' 밀라 쿠니스', ' 로빈 윌리엄스', ' 제임스 얼 존스', ' 멜리사 레오']"	8.5	226	83
1467	야관문: 욕망의 꽃	임경수	"['강신성일', ' 배슬기']"	4.1	585	95
1468	야구소녀	최윤태	"['이주영', ' 이준혁']"	8.11	937	105
1469	약장수	조치언	"['김인권', ' 박철민', ' 이주실']"	8.62	1396	104
1470	양말요정 휴고의 대모험	갈리나 미클리노바	"['크리스토프 하덱', ' 온드레이 트로얀', ' 타티아나 빌헬모바', ' 조연우', ' 박상우', ' 신정훈', ' 이민형', ' 송영인', ' 방지원']"	7.57	60	77
1471	양자물리학	이성태	"['박해수', ' 서예지', ' 김상호', ' 김응수', ' 변희봉', ' 김영재', ' 이창훈']"	8.27	6033	119
1472	양지의 그녀	미키 타카히로	"['마츠모토 준', ' 우에노 주리']"	8.49	370	129
1473	양치기들	김진황	['박종환']	7.56	240	80
1474	어 퍼펙트 데이	페르난도 레온 데 아라노아	"['베니시오 델 토로', ' 올가 쿠릴렌코', ' 팀 로빈스', ' 멜라니 티에리', ' 페자 스투칸']"	8.18	174	106
1475	어거스트: 가족의 초상	존 웰스	"['메릴 스트립', ' 줄리아 로버츠', ' 베네딕트 컴버배치', ' 이완 맥그리거']"	7.84	578	121
1476	어느 가족	고레에다 히로카즈	"['릴리 프랭키', ' 안도 사쿠라', ' 마츠오카 마유', ' 키키 키린', ' 죠 카이리', ' 사사키 미유']"	9.21	3529	121
1477	어느날	이윤기	['이수형']	7.78	2167	20
1478	어드리프트:우리가 함께한 바다	발타자르 코루마쿠르	"['쉐일린 우들리', ' 샘 클라플린']"	8.71	445	97
1479	어떤살인	안용훈	"['윤소이', ' 신현빈', ' 임서주', ' 김혁']"	7.52	841	107
1480	어른도감	김인선	"['엄태구', ' 이재인', ' 서정연']"	8.33	294	92
1481	어린 의뢰인	장규성	"['이동휘', ' 유선', ' 최명빈', ' 이주원']"	9.05	2081	114
1482	어린왕자	마크 오스본	"['레이첼 맥아담스', ' 마리옹 꼬띠아르', ' 제프 브리지스', ' 베니시오 델 토로', ' 매켄지 포이', ' 제임스 프랭코', ' 앨버트 브룩스', ' 릭키 제바이스', ' 폴 지아마티', ' 버드 코트', ' 라일리 오스본', ' 폴 러드', ' 잭쿠이 반브룩', ' 마르셀 브리지스']"	8.66	3601	106
1483	어메이징 메리	마크 웹	"['크리스 에반스', ' 제니 슬레이트', ' 옥타비아 스펜서', ' 맥케나 그레이스', ' 린제이 던칸']"	9.23	1005	101
1484	어메이징 스파이더맨	마크 웹	"['앤드류 가필드', ' 엠마 스톤', ' 리스 이판', ' 마틴 쉰', ' 샐리 필드']"	7.75	9057	136
1485	어메이징 스파이더맨 2	마크 웹	"['엠마 스톤', ' 앤드류 가필드']"	7.76	12951	142
1486	어바웃 레이	게비 델랄	"['엘르 패닝', ' 나오미 왓츠', ' 수잔 서랜든']"	8.03	159	92
1487	어바웃 리키	조나단 드미	"['세바스찬 스탠', ' 메릴 스트립', ' 케빈 클라인', ' 마미 검머', ' 릭 스프링필드']"	8.02	139	101
1488	어바웃 타임	리차드 커티스	"['김소형', ' 김현민', ' 홍성윤']"	9.19	14995	80
1489	어벤져스	조스 웨던	"['로버트 다우니 주니어', ' 크리스 에반스', ' 크리스 헴스워스', ' 마크 러팔로', ' 스칼릿 조핸슨', ' 제레미 레너', ' 돈 치들', ' 폴 러드', ' 브리 라슨', ' 카렌 길런', ' 브래들리 쿠퍼', ' 조슈 브롤린']"	9.38	69235	181
1490	어벤져스: 에이지 오브 울트론	조스 웨던	"['로버트 다우니 주니어', ' 크리스 헴스워스', ' 마크 러팔로', ' 크리스 에반스', ' 스칼릿 조핸슨', ' 제레미 레너', ' 돈 치들', ' 제임스 스페이더', ' 사무엘 L. 잭슨']"	8.32	31015	141
1491	어브덕션	존 싱글톤	"['테일러 로트너', ' 릴리 콜린스', ' 시고니 위버']"	6.41	1069	105
1492	어서오시게스트하우스	심요한	"['이학주', ' 박선영', ' 신민재', ' 신재훈']"	8.31	156	99
1493	어스	조던 필	"['손유선', ' 조현영', ' ']"	6.7	11138	6
1494	어쌔신 크리드	저스틴 커젤	"['마이클 패스벤더', ' 마리옹 꼬띠아르', ' 제레미 아이언스', ' 아리안 라베드', ' 브렌단 글리슨', ' 마이클 K. 윌리엄즈']"	7.07	3890	115
1495	어쌔신: 더 비기닝	마이클 쿠에스타	"['딜런 오브라이언', ' 마이클 키튼', ' 산나 라단', ' 테일러 키취']"	6.94	1272	112
1496	어제 일은 모두 괜찮아	이성한	"['김재철', ' 윤찬영', ' 손상연', ' 김민주', ' 김진영']"	8.77	241	107
1497	어쩌다 룸메이트	소륜	"['뇌가음', ' 동려아']"	7.95	125	101
1498	어카운턴트	게빈 오코너	"['안나 켄드릭', ' 벤 애플렉', ' J.K. 시몬스', ' 존 번탈']"	8.36	1185	127
1499	어폴로지	티파니 슝	"['길원옥', ' 차오', ' 아델라']"	9.4	139	105
1500	언니	임경택	"['이시영', ' 박세완', ' 이준혁', ' 최진호']"	5.54	3682	94
1501	언더 더 씨2	에반 트라멜	"['오은수', ' 방지원', ' 송영인', ' 조연우', ' 신정훈', ' 박상우']"	2.38	116	70
1502	언더 워터	자움 콜렛 세라	"['제시카 헨윅', ' 크리스틴 스튜어트', ' T.J. 밀러', ' 뱅상 카셀', ' 존 갤러거 주니어']"	7.09	1033	95
1503	언더더씨	에반 트라멜	"['최한', ' 한수림', ' 강은애', ' 손선영', ' 김기철']"	0	0	67
1504	언더워터	윌리엄 유뱅크	"['제시카 헨윅', ' 크리스틴 스튜어트', ' T.J. 밀러', ' 뱅상 카셀', ' 존 갤러거 주니어']"	7.09	1033	95
1505	언더월드: 블러드 워	안나 포에스터	"['케이트 베킨세일', ' 테오 제임스', ' 브래들리 제임스', ' 찰스 댄스', ' 토비어스 멘지스', ' 앨리시아 벨라 베일리']"	6.1	492	91
1506	언덕길의 아폴론	미키 타카히로	"['치넨 유리', ' 고마츠 나나', ' 나카가와 타이시']"	8.06	175	120
1507	언브로큰	안젤리나 졸리	"['도널 글리슨', ' 가렛 헤드룬드', ' 알렉스 러셀', ' 잭 오코넬', ' 제이 코트니', ' 핀 위트록']"	8.45	2002	137
1508	언어의 정원	신카이 마코토	"['이리노 미유', ' 하나자와 카나']"	8.16	2493	46
1509	언프렌드	시몬 베호벤	"['알리시아 데브넘 캐리', ' 브릿 모건', ' 리슬 알러스', ' 윌리암 모즐리', ' 코너 파올로']"	5.26	203	92
1510	언프리티 소셜 스타	맷 스파이서	"['오브리 플라자', ' 엘리자베스 올슨']"	7.69	143	98
1511	언피니시드	존 매든	"['샘 워싱턴', ' 시아란 힌즈', ' 헬렌 미렌', ' 제시카 차스테인']"	7.21	375	114
1512	언힌지드	데릭 보트	"['러셀 크로우', ' 카렌 피스토리우스', ' 가브리엘 베이트먼']"	6.2	1101	90
1513	얼라이드	로버트 저메키스	"['브래드 피트', ' 마리옹 꼬띠아르', ' 리지 캐플란', ' 자레드 해리스']"	8.91	4084	124
1514	얼리맨	닉 파크	"['에디 레드메인', ' 톰 히들스턴', ' 메이지 윌리암스']"	8.15	266	89
1515	엄마의 공책	김성호	"['이주실', ' 이종혁']"	9.11	155	103
1516	업 포 러브	로랑 티라르	"['장 뒤자르댕', ' 비르지니 에피라', ' 세드릭 칸']"	8.16	219	98
1517	업그레이드	리 워넬	['로건 마샬 그린']	9.07	2266	100
1518	업사이드	닐 버거	"['니콜 키드먼', ' 브라이언 크랜스톤', ' 케빈 하트']"	8.68	363	126
1519	에그엔젤 코코밍: 두근두근 핼러윈 파티	닛타 노리오	['닛타 노리오']	5.19	32	68
1520	에덴 : 동물원 사수 대작전	오쿠보 도미히코	['오쿠보 도미히코']	6.7	10	90
1521	에반게리온: Q	안노 히데아키	"['오가타 메구미', ' 하야시바라 메구미', ' 미야무라 유코']"	6.91	1900	95
1522	에베레스트	발타자르 코루마쿠르	"['오경', ' 장쯔이', ' 정백연']"	2.71	246	115
1523	에베레스트	이인항	"['오경', ' 장쯔이', ' 정백연']"	2.71	246	115
1524	에브리데이	마이클 수지	['앵거리 라이스']	7.48	161	97
1525	에브리타임 아이 다이	로비 마이클	"['드류 폰티에로', ' 마크 멘차카', ' 미셸 마세도', ' 멜리사 마세도', ' 타일러 대쉬 화이트']"	5.02	56	98
1526	에스엠타운 더 스테이지	배성상	"['강타', ' 보아', ' 동방신기', ' 슈퍼주니어', ' 소녀시대', ' 샤이니', ' 에프엑스', ' EXO', ' 레드벨벳', ' SM ROOKIES', ' 슈퍼주니어-m']"	8.13	324	107
1527	에스코바르	페르난도 레온 데 아라노아	"['하비에르 바르뎀', ' 페넬로페 크루즈']"	8.09	265	122
1528	에어로너츠	톰 하퍼	['레옹 골터만']	8.47	460	20
1529	에움길	이승현	"['이옥선', ' 이용수', ' 김순덕', ' 김군자', ' 강일출', ' 박옥선', ' 지돌이', ' 박옥련', ' 배춘희']"	9.59	44	76
1530	에이리언: 커버넌트	리들리 스콧	"['마이클 패스벤더', ' 캐서린 워터스턴']"	8.1	11259	122
1531	에이바	테이트 테일러	"['제시카 차스테인', ' 콜린 파렐', ' 존 말코비치', ' 커먼']"	4.7	280	97
1532	에코 플래닛 3D : 지구 구출 특급 대작전	콤핀 켐군니르드	"['아티피치 추티와칸존차이', ' 노판 찬타라손']"	9.4	40	81
1533	엑설런트 어드벤쳐 3	딘 패리소트	"['키아누 리브스', ' 알렉스 윈터', ' 사마라 위빙', ' 브리젯 런디-페인']"	5.26	38	91
1534	엑소더스: 신들과 왕들	리들리 스콧	"['크리스찬 베일', ' 조엘 에저튼']"	7.09	6291	154
1535	엑스 마키나	알렉스 가랜드	"['도널 글리슨', ' 알리시아 비칸데르', ' 오스카 아이삭']"	7.62	1796	108
1536	엑스맨: 다크 피닉스	사이먼 킨버그	"['소피 터너', ' 제니퍼 로렌스', ' 제임스 맥어보이', ' 타이 쉐리던', ' 마이클 패스벤더', ' 니콜라스 홀트', ' 제시카 차스테인', ' 에반 피터스']"	5.94	5020	114
1537	엑스맨: 데이즈 오브 퓨처 패스트	브라이언 싱어	"['제니퍼 로렌스', ' 휴 잭맨', ' 제임스 맥어보이', ' 마이클 패스벤더']"	8.89	13980	134
1538	엑스맨: 아포칼립스	브라이언 싱어	"['제임스 맥어보이', ' 마이클 패스벤더', ' 제니퍼 로렌스', ' 오스카 아이삭', ' 니콜라스 홀트']"	8.19	13758	143
1539	엑스맨: 퍼스트 클래스	매튜 본	"['제임스 맥어보이', ' 마이클 패스벤더', ' 케빈 베이컨', ' 제니퍼 로렌스', ' 재뉴어리 존스']"	9.05	6097	132
1540	엑시트	이상근	['이반 바소브']	8.3	28866	20
1541	엔더스 게임	개빈 후드	"['해리슨 포드', ' 에이사 버터필드', ' 헤일리 스테인펠드', ' 벤 킹슬리']"	7.18	4671	114
1542	엔드 오브 왓치	데이비드 에이어	"['마이클 라이트', ' 알렉스 매소네트']"	4.18	40	95
1543	엔들리스 러브	샤나 페스트	"['알렉스 페티퍼', ' 라이스 웨이크필드', ' 가브리엘라 와일드']"	7.62	157	104
1544	엔딩스 비기닝스	드레이크 도리머스	"['쉐일린 우들리', ' 제이미 도넌', ' 세바스찬 스탠']"	5.24	133	110
1545	엔젤 오브 마인	킴 파란트	"['누미 라파스', ' 이본느 스트라호브스키', ' 루크 에반스']"	8.59	177	98
1546	엔젤 해즈 폴른	릭 로먼 워	"['모건 프리먼', ' 제라드 버틀러']"	8.28	1147	121
1547	엔테베 작전	호세 파딜라	"['다니엘 브륄', ' 로자먼드 파이크', ' 에디 마산', ' 라이어 애쉬케나지']"	4.75	132	107
1548	엘르	폴 버호벤	['플로렌스 윈터 힐']	7.65	457	15
1549	엘리노어 릭비: 그 남자 그 여자	네드 벤슨	"['제임스 맥어보이', ' 제시카 차스테인']"	7.68	467	122
1550	엘리시움	닐 블롬캠프	"['맷 데이먼', ' 조디 포스터', ' 샬토 코플리']"	7.25	4003	109
1551	엘리아스: 바다의 보물을 찾아라!	리스 오스볼	"['데니스 스토헤이', ' 엘리자베스 모버그']"	8.13	39	79
1552	엘리엇과 산타 썰매단	제니퍼 웨스트콧	"['최원형', ' 장경희', ' 조쉬 허처슨', ' 사만다 비']"	6.54	121	90
1553	엘리펀트킹 덤보	하디 모하메디안	['하디 모하메디안']	4.8	25	77
1554	엠파이어 스테이트	디토 몬티엘	"['리암 헴스워스', ' 드웨인 존슨', ' 엠마 로버츠']"	4.04	45	94
1555	엣지 오브 투모로우	더그 라이만	"['톰 크루즈', ' 에밀리 블런트', ' 빌 팩스톤']"	8.96	16733	113
1556	여곡성	유영선	"['서영희', ' 손나은', ' 이태리', ' 박민지']"	4.09	2087	94
1557	여교사	김태용	"['김하늘', ' 유인영', ' 이원근']"	6.56	2277	96
1558	여중생A	이경섭	"['김환희', ' 수호']"	6.28	1888	114
1559	역린	이재규	"['현빈', ' 정재영', ' 조정석', ' 조재현', ' 한지민']"	7.09	17060	135
1560	역모-반란의 시대	김홍선	"['정해인', ' 김지훈', ' 이원종', ' 조재윤']"	3.66	1066	102
1561	연가시	박정우	"['김명민', ' 문정희', ' 김동완', ' 이하늬']"	7.16	13008	109
1562	연애의 기술	이수성	"['서지석', ' 홍수아', ' 한수아']"	2.56	509	91
1563	연애의 맛	김아론	"['오지호', ' 강예원']"	7.36	1519	101
1564	연애의 온도	노덕	"['이민기', ' 김민희']"	7.47	5774	112
1565	연평해전	김학순	"['김무열', ' 진구', ' 이현우']"	9.02	30111	130
1566	열두 번째 용의자	고명성	"['김상경', ' 허성태', ' 박선영', ' 김동영']"	6.71	316	102
1567	열정같은소리하고있네	정기훈	"['정재영', ' 박보영']"	7.4	3529	106
1568	열한시	김현석	"['정재영', ' 최다니엘', ' 김옥빈']"	6.44	3660	99
1569	열혈형사	윤여창	"['김인권', ' 얀츠카']"	3.73	393	96
1570	염력	연상호	"['류승룡', ' 심은경']"	4.99	10479	101
1571	엽기적인 그녀 2	조근식	"['차태현', ' 빅토리아']"	2.8	1993	99
1572	엽문3: 최후의 대결	엽위신	"['견자단', ' 슝다이린', ' 장진', ' 담요문', ' 마이크 타이슨']"	8.53	952	110
1573	엽문4: 더 파이널	엽위신	"['견자단', ' 스콧 앳킨스', ' 진국곤']"	7.36	1300	105
1574	영웅본색4	딩성	"['왕카이', ' 마천우', ' 왕대륙']"	3.01	233	114
1575	영주	차성덕	"['김향기', ' 김호정', ' 유재명', ' 탕준상']"	8.46	605	100
1576	예감은 틀리지 않는다	리테쉬 바트라	"['짐 브로드벤트', ' 샬롯 램플링', ' 빌리 하울', ' 프레야 메이버']"	7.52	354	108
